Cod;Produto;Grupo
C0054R;Pudim, mistura p/ (média diferentes marcas) <<Pudding, coconut, dry mix (mean of different branded)>>;Industrializados
C0055R;"Pudim, coco, mistura p/, ""Ducoco"" <<Pudding, coconut, dry mix>>";Industrializados
C0056R;"Pudim, coco, mistura p/, ""Oetker"" <<Pudding, coconut, dry mix>>";Industrializados
C0057R;"pudim, leite, c/ calda caramelo, mistura p/, ""Oetker"" <<Pudding, milk, with caramel syrup, dry mix >>";Industrializados
C0058R;"pudim, leite, mistura p/, ""Ducoco"" <<Pudding, milk, dry mix>>";Industrializados
C0059R;"pudim, morango, mistura p/, ""Oetker"" <<Pudding, strawberry, dry mix>>";Industrializados
C0060R;Sagu, mistura p/ (média diferentes sabores) <<Tapioca, pearl, dry mix (mean of different flavours)>>;Industrializados
C0061R;"Sagu, framboesa, mistura p/, ""Ducoco"" <<Tapioca, pearl, raspberry dry mix>>";Industrializados
C0062R;"Sagu, maracujá, mistura p/, ""Ducoco"" <<Tapioca, pearl, passion fruit, dry mix>>";Industrializados
C0063R;"Sagu, morango, mistura p/, ""Ducoco"" <<Tapioca, pearl, strawberry, dry mix>>";Industrializados
C0064R;"Sagu, morango, mistura p/, ""Oetker"" <<Tapioca, pearl, strawberry, dry mix>>";Industrializados
C0065R;"Sagu, uva, mistura p/, ""Ducoco"" <<Tapioca, pearl, grape, dry mix>>";Industrializados
C0066R;"Sagu, uva, mistura p/, ""Oetker"" <<Tapioca, pearl, grape, dry mix>>";Industrializados
C0067R;Sopa, desidratada, (média diferentes sabores) << Soup, dry mix (mean of different flavours)>>;Industrializados
C0068R;"Sopa, Canjão (galinha c/ arroz e legumes), desidratada, ""Maggi"" <<Soup, chicken, rice and vegetables, dry mix>>";Industrializados
C0069R;"Sopa, carne, c/ macarrão e legumes, desidratada, ""Maggi"" <<Soup, beef, noodles and vegetables, dry mix>>";Industrializados
C0070R;"Sopa, cebola, desidratada, ""Maggi"" <<Soup, onion, dry mix>>";Industrializados
C0071R;"Sopa, creme de cebola, desidratada, ""Maggi"" <<Soup, onion, cream, dry mix>>";Industrializados
C0072R;"Sopa, creme de evilhas , c/ bacon, desidratada, ""Maggi"" <<Soup, pea cream, dry mix>>";Industrializados
C0073R;"Sopa, creme de galinha, desidratada, ""Maggi"" <<Soup, chicken cream, dry mix>>";Industrializados
C0074R;"Sopa, galinha, c/ macarrão e legumes, desidratada, ""Maggi"" <<Soup, chicken, noodles and vegetables>>";Industrializados
C0075R;"Torta, salgada, mistura p/, ""Oetker"" <<Pie crust, dry mix>>";Industrializados
C0076R;Creme de milho, pó <<Corn cream, dry mix>>;Industrializados
C0077R;Mingau, tradicional <<Porridge, dry mix>>;Industrializados
C0078R;Milho, curau, mistura p/ <<Brazilian corn pudding, dry mix>>;Industrializados
C0082R;Missoshiru, pó (média diferentes sabores) <<Miso, soybean paste, dry mix (mean of different flavours)>>;Industrializados
C0083R;"Missôshiru, frango, pó, ""Sakura"" <<Miso, soybean paste, chicken, dry mix>>";Industrializados
C0084R;"Missôshiru, legumes, pó, ""Sakura"" <<Miso, soybean paste, vegetables, dry mix>>";Industrializados
C0085R;"Missôshiru, tradicional, pó, ""Sakura"" <<Miso, soybean paste, dry mix>>";Industrializados
C0086R;"Manjar, coco, pó, ""Ducoco"" <<Pudding, coconut, dry mix>>";Industrializados
C0001T;Feijão, carioca, cozido (50% grão e 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, common, cooked, 50% beans 50% water, without salt and spices>>;Leguminosas
C0002T;Feijão, carioca, cru, Phaseolus vulgaris L. <<Beans, common, raw>>;Leguminosas
C0003T;Feijão, fradinho, cozido (50% grão e 50% caldo), s/ sal e temperos, Vigna unguiculata (L.) Walp. <<Beans, black eyed, cooked, 50% beans 50% water, without salt and spices>>;Leguminosas
C0004T;Feijão, fradinho, cru, Vigna unguiculata (L.) Walp. <<Beans, black eyed, raw>>;Leguminosas
C0005T;Feijão, guandu, grão, cru, Cajanus cajan <<Pigeonpea, seeds, raw>>;Leguminosas
C0006T;Feijão, jalo, cozido (50% grão 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, flageolet, cooked, 50% beans 50% water, without salt and spices>>;Leguminosas
C0007T;Feijão, jalo, cru, Phaseolus vulgaris L. <<Beans, flageolet, raw>>;Leguminosas
C0008T;Feijão, preto, cozido (50% grão e 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, black turtle, cooked, 50% beans 50% water, without salt and spices >>;Leguminosas
C0009T;Feijão, preto, cru, Phaseolus vulgaris L. <<Beans, black turtle, raw>>;Leguminosas
C0010T;Feijão, rajado, cozido (50% grão 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, pinto, cooked, 50% beans 50% water, without salt and spices>>;Leguminosas
C0011T;Feijão, rajado, cru, Phaseolus vulgaris L. <<Beans, pinto, raw>>;Leguminosas
C0012T;Fejião, rosinha, cozido (50% grão 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, crawberry, cooked, 50% beans 50% water, without salt and spices >>;Leguminosas
C0013T;Feijão, rosinha, cru, Phaseolus vulgaris L. <<Beans, crawberry, raw>>;Leguminosas
C0014T;Feijão, roxo, cozido (50% grão e 50% caldo), s/ sal e temperos, Phaseolus vulgaris L. <<Beans, kidney, cooked, 50% beans 50% water, without salt and spices >>;Leguminosas
C0015T;Feijão, roxo, cru, Phaseolus vulgaris L. <<Beans, kidney, raw>>;Leguminosas
C0016T;Grão de bico, cru, Cicer arietinum L. <<Chickpeas, raw>>;Leguminosas
C0017T;Grão de bico, cozido, s/ sal, drenado, Cicer arietinum L. <<Chickpeas, cooked, without salt, drained>>;Leguminosas
C0018T;Lentilha, cozida, s/ sal e temperos, drenada, Lens culinaris <<Lentil, cooked, without salt or spices, drained>>;Leguminosas
C0019T;Lentilha, crua, Lens culinaris <<Lentils, raw>>;Leguminosas
C0020T;Amendoim, grão, cru, Arachis hypogaea L. <<Peanuts, grain, raw>>;Leguminosas
C0021T;Amendoim, torrado, c/ sal, Arachis hypogaea L. <<Peanuts, roasted, with salt>>;Leguminosas
C0022T;Ervilha, enlatada, drenada, Pisum sativum L. <<Green peas, canned, drained>>;Leguminosas
C0023T;"Ervilha, conserva, drenada, ""Jurema"" , Pisum sativum L. <<Green peas, canned, drained>>";Leguminosas
C0024T;Ervilha, fresca/seca, cozida, Pisum sativum L. <<Green peas, fresh, cooked>>;Leguminosas
C0025T;Ervilha, em vagem, fresca, crua, Pisum sativum L. <<Green pea, pods, raw>>;Leguminosas
C0026T;Ervilha, grão, seca, partida, crua, Pisum sativum L. <<Green pea, grain, raw>>;Leguminosas
C0027T;Feijão, branco, cru, Phaseolus vulgaris L. <<Beans, white, raw>>;Leguminosas
C0028T;Feijão, branco, cozido, Phaseolus vulgaris L. <<Beans, white, cooked, without salt>>;Leguminosas
C0029T;Feijão, vermelho, cozido, Phaseolus vulgaris <<Beans, red, cooked, cooked, without salt>>;Leguminosas
C0030T;Feijão, vermelho, cru, Phaseolus vulgaris <<Beans, red, raw>>;Leguminosas
C0031T;"Grão-de-bico, conserva, ""Jurema"" <<Chickpeas, canned>>";Leguminosas
C0032T;Grão-de-bico, farinha, desengordurada, Cicer arietinum L. <<Chickpeas, flour, defatted>>;Leguminosas
C0033T;Hambúrguer, soja <<Soy, hamburger>>;Leguminosas
C0034T;Quibe, soja, mini <<Meat ball soy>>;Leguminosas
C0035T;Quinoa, farinha, Cenopodium quinoa, BRS Piabiru <<Quinoa, flour>>;Leguminosas
C0036T;Quinoa, crua, Cenopodium quinoa <<Quinoa, raw>>;Leguminosas
C0037T;Quinoa, cozida, Cenopodium quinoa <<Quinoa, cooked>>;Leguminosas
C0038T;Salsicha, soja <<Sausage, soy>>;Leguminosas
C0039T;Soja, farinha, s/ casca, Glycine max L. (média diferentes variedades) <<Soy, flour, without peel (mean of different species>>;Leguminosas
C0040T;Soja, farinha, c/ casca, Glycine max L. <<Soy, flour>>;Leguminosas
C0041T;Soja, farinha, c/ casca, desengordurada, Glycine max L. <<Soy, flour, defatted>>;Leguminosas
C0042T;Soja, extrato, bebida (média diferentes sabores) <<Soy beverage (mean of different flavours)>>;Leguminosas
C0043T;Soja, extrato, bebida natural, fluído (méida diferentes amostras) <<Soy beverage, natural (mean of different samples)>>;Leguminosas
C0044T;"Soja, extrato, c/suco de maçã, ""Tonyu"" <<Soy beverage, with apple juice>>";Leguminosas
C0045T;"Soja, extrato, c/suco de abacaxi, ""Tonyu"" <<Soy beverage, with pineapple juice>>";Leguminosas
C0046T;"Soja, extrato, c/suco de maracujá, ""Tonyu"" <<Soy beverage, with passion fruit juice>>";Leguminosas
C0047T;"Soja, extrato, c/suco de morango, ""Tonyu"" <<Soy beverage, with strawberry juice>>";Leguminosas
C0048T;Soja, extrato, solúvel, pó <<Soy beverage, dry powder>>;Leguminosas
C0049T;Soja, grão, Glycine max L. Merril (média diferentes variedades) <<Soybeans, grain (mean of different spicies)>>;Leguminosas
C0050T;Soja, grão, descascada, cozida, Glycine max L. Merril <<Soybeans, grain, without peel, cooked>>;Leguminosas
C0051T;Soja, grão, seco em estufa, Glycine max L. Merril <<Soybeans, seeds>>;Leguminosas
C0052T;Soja, grão, torrada, Glycine max L. Merril <<Soybean, seeds, tosted>>;Leguminosas
C0053T;Soja, grão, s/ pele, tostada, moída, Glycine max L. Merril <<Soybeans, seeds, tosted, ground>>;Leguminosas
C0054T;Soja, grão, orgânica, cozida, Glycine max L. Merril <<Soybeans, seeds, organic>>;Leguminosas
C0055T;Soja, proteína, texturizada, Glycine max L. Merril <<Soy, protein, isolate>>;Leguminosas
C0056T;Soja, tofu <<Soy, tofu, regular>>;Leguminosas
C0057T;Tremoço, cru <<Lupine, seeds, raw>>;Leguminosas
C0058T;Tremoço, conserva <<Lupine, pickled, with salt>>;Leguminosas
C0061T;Acarajé <<Brazilian rolls, black-eyed beans, fried with shrimp>>;Leguminosas
C0062T;Feijão , carioca, preparado <<Beans, common, prepared in restaurant>>, restaurante;Leguminosas
C0063T;Feijão, tropeiro, mineiro <<Brazilian recipe, beans, pork meat, sausage and jerked beef>>;Leguminosas
C0064T;Feijoada <<Brazilian recipe, black turtle beans with pork meat salted and sausage>>;Leguminosas
C0065T;Virado à Paulista <<Brazilian recipe beans, corn flour, sausage, bacon and kale>>;Leguminosas
C0066T;Vagem, macarrão, cozida, s/ sal, Phaseolus vulgaris <<Beans, green, cooked, boiled, drained, without salt>>;Leguminosas
C0067T;Vagem, macarrão, crua, Phaseolus vulgaris <<Beans, green, raw>>;Leguminosas
C0068T;Vagem, manteiga, cozida, Phaseolus vulgaris <<Beans, snap, cooked, boiled, drained, without salt>>;Leguminosas
C0069T;Vagem, manteiga, crua, Phaseolus vulgaris <<Beans, snap, raw>>;Leguminosas
C0103T;Vagem, cozida, c/ sal, drenada, Phaseolus vulgaris <<Beans, snap, boiled, drained, without salt>>;Leguminosas
C0102T;Vagem, cozida, s/ sal, drenada, Phaseolus vulgaris <<Beans, snap, boiled, drained, with salt>>;Leguminosas
C0101T;Vagem, crua, Phaseolus vulgaris <<Beans, snap, raw>>;Leguminosas
C0070T;Ervilha, grão, fresca, crua, Pisum sativum L. <<Green peas, fresh, raw>>;Leguminosas
C0072T;Ervilha, grão, fresca, cozida, drenada, c/ sal, Pisum sativum L. <<Green peas, fresh, cooked, drained, without salt>>;Leguminosas
C0071T;Ervilha, grão, fresca, cozida, drenada, s/ sal, Pisum sativum L. <<Green peas, fresh, cooked, drained, with salt>>;Leguminosas
C0074T;Ervilha, grão, seca, partida, cozida, drenada, c/ sal, Pisum sativum L. <<Green peas, seeds, dried, cooked, drained, with salt>>;Leguminosas
C0073T;Ervilha, grão, seca, partida, cozida, drenada, s/ sal, Pisum sativum L. <<Green peas, seeds, dried, cooked, drained, without salt>>;Leguminosas
C0076T;Ervilha, em vagem, fresca, cozida, drenada, c/ sal, Pisum sativum L. <<Green beans, fresh, cooked, drained, with salt>>;Leguminosas
C0075T;Ervilha, em vagem, fresca, cozida, drenada, s/ sal, Pisum sativum L. <<Green beans, fresh, cooked, drained, without salt>>;Leguminosas
C0059T;Ervilha, em vagem, refogada, s/ sal <<Green beans, fresh, braised, without salt>>;Leguminosas
C0060T;Ervilha, em vagem, refogada, c/ sal <<Green beans, fresh, braised, with salt>>;Leguminosas
C0083T;Fava, grão, seco, crua, Vicia faba L. <<Broad beans, seeds, raw>>;Leguminosas
C0084T;Fava, grão, seco, cozida, drenada, s/ óleo e temperos, s/ sal, Vicia faba L. <<Broad beans, seeds, cooked, drained, without salt and spices>>;Leguminosas
C0086T;Fava, grão, seco, cozida (grão e água), s/ óleo e temperos, s/ sal, Vicia faba L. <<Broad beans, seeds, cooked, 50% seeds 50% water without salt and spices>>;Leguminosas
C0085T;Fava, grão, seco, cozida, drenada, s/ óleo e temperos, c/ sal, Vicia faba L. <<Broad beans, seeds, cooked, drained, with salt, without spices>>;Leguminosas
C0087T;Fava, grão, seco, cozida (grão e água), s/ óleo e temperos, c/ sal, Vicia faba L. <<Broad beans, seeds, cooked, 50% seeds 50% water, with salt, without spices>>;Leguminosas
C0088T;Fava, grão, seco, cozida, drenada, c/ óleo e temperos, c/ sal, Vicia faba L. <<Broad beans, seeds, cooked, drained, with salt, oil and spices>>;Leguminosas
C0089T;Fava, grão, seco, cozida (grão e água), c/ óleo e temperos, c/ sal, Vicia faba L. <<Broad beans, seeds, cooked, 50% seeds 50% water, with salt, oil and spices>>;Leguminosas
C0091T;Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo e temperos, c/ sal, Phaseolus vulgaris L. <<Beans, common, cooked, 50% beans 50% water, with oil, spices and salt >>;Leguminosas
C0090T;Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo e temperos, s/ sal, Phaseolus vulgaris L. <<Beans, common, cooked, 50% beans 50% water, with oil and spices, without salt >>;Leguminosas
C0100T;Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo e temperos, c/ sal, Vigna unguiculata (L.) Walp. <<Beans, black eyed, cooked, 50% beans 50% water, with oil, spices and salt >>;Leguminosas
C0099T;Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo e temperos , s/ sal, Vigna unguiculata (L.) Walp. <<Beans, black eyed, cooked, 50% beans 50% water, with oil, spices and salt >>;Leguminosas
C0080T;Feijão, guandu, grão, seco, cozido, drenado, s/ óleo e temperos, c/ sal, Cajanus cajan <<Pigeonpea, seeds, dried, cooked, drained, without spices, with salt>>;Leguminosas
C0079T;Feijão, guandu, grão, seco, cozido, drenado, s/ óleo e temperos, s/ sal, Cajanus cajan <<Pigeonpea, seeds, dried, cooked, drained, without salt and spices>>;Leguminosas
C0082T;Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo e temperos, c/ sal, Cajanus cajan <<Pigeonpea, seeds, dried, cooked, 50% beans 50% water, without spices, with salt >>;Leguminosas
C0081T;Feijão, guandu, grão, seco, cozido (50% grão e 50% caldo), s/ óleo e temperos, s/ sal, Cajanus cajan <<Pigeonpea, seeds, dried, cooked, 50% beans 50% water, without salt and spices >>;Leguminosas
C0107T;Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo e temperos, s/ sal, Phaseolus vulgaris L. <<Beans, black turtle, cooked, 50% beans 50% water, with oil and spices, without salt>>;Leguminosas
C0108T;Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo e temperos, c/ sal, Phaseolus vulgaris L. <<Beans, black turtle, cooked, 50% beans 50% water, with oil, spices and salt>>;Leguminosas
C0106T;Grão de bico, cozido, s/ óleo e temperos, c/ sal, drenado, Cicer arietinum L. <<Chickpeas, cooked, with oil and spices, without salt>>;Leguminosas
C0077T;Lentilha, cozida, drenada, c/ óleo e temperos, s/ sal, Lens culinaris <<Lentils, cooked, drained, with oil and spices, without salt>>;Leguminosas
C0078T;Lentilha, cozida, drenada, c/ óleo e temperos, c/ sal, Lens culinaris <<Lentils, cooked, drained, with oil, spices and salt>>;Leguminosas
C0112T;Orelha-de-padre, semente, seca, cru, Lablab purpureus (L) Sweet <<Hyacinth bean, seeds, raw>>;Leguminosas
C0113T;Orelha-de-padre, semente, seca, remolho em água, cozida, drenada, s/ sal, Lablab purpureus (L) Sweet <<Hyacinth bean, seeds, cooked, drained, without salt>>;Leguminosas
C0104T;Orelha-de-padre, semente, seca, remolho em água, cozida, drenada, c/ sal, Lablab purpureus (L) Sweet <<Hyacinth bean, seeds, cooked, drained, with salt>>;Leguminosas
C0116T;Orelha-de-padre, semente, seca, remolho em água, cozida (água não descartada), s/ sal, Lablab purpureus (L) Sweet <<Hyacinth bean, seeds, cooked, with water, with salt>>;Leguminosas
C0105T;Orelha-de-padre, semente, seca, remolho em água, cozida (água não descartada), c/ sal, Lablab purpureus (L) Sweet <<Hyacinth bean, seeds, cooked, with water, without salt>>;Leguminosas
C0114T;Vagem, cozida, drenada, c/ óleo de soja, s/ sal, Phaseolus vulgaris <<Beans, green, boiled, drained, with oil, without salt>>;Leguminosas
C0115T;Vagem, cozida, drenada, c/ óleo de soja, c/ sal, Phaseolus vulgaris <<Beans, green, boiled, drained, with oil and salt>>;Leguminosas
C0110T;Vagem, refogada, s/ sal, Phaseolus vulgaris <<Beans, green, braised, without salt>>;Leguminosas
C0111T;Vagem, refogada, c/ sal, Phaseolus vulgaris <<Beans, green, braised, with salt>>;Leguminosas
C0001F;Almôndega, carne, crua <<Meatballs,beef, raw, with salt>>;Carnes
C0002F;Almôndega, ave, crua <<Croquette poultry, raw, with salt>>;Carnes
C0003F;"Almôndega, boi, crua, ""Sadia"" <<Meatballs, commercial, raw>>";Carnes
C0004F;Almôndega, boi, frita <<Meatballs, fried, with salt>>;Carnes
C0005F;"Almôndega, frango, crua, ""Sadia"" <<Croquette, poultry, commercial, raw>>";Carnes
C0006F;Apresuntado, cozido <<Ham, minced, cooked>>, média diferentes amostras;Carnes
C0007F;"Apresuntado, cozido, fatiado, ""Sadia"" <<Ham, minced, cooked, sliced>>";Carnes
C0008F;Apresuntado, metro, Seara <<Ham, minced, cooked>>;Carnes
C0009F;Apresuntado, retangular, Seara <<Ham, minced, cooked>>;Carnes
C0010F;Blanquet, peru, fatiado, Seara <<Ham, turkey, cooked, sliced>>;Carnes
C0011F;Carne, avestruz, crua, Struthio camelus, African Black (média de diferentes cortes) <<Meat, ostrich, raw (means of different cuts)>>;Carnes
C0012F;Carne, avestruz, apex, Struthio camelus, African Black <<Meat, ostrich, tip trimmed, raw>>;Carnes
C0013F;Carne, avestruz, coxa externa, crua, Struthio camelus, African Black <<Meat, ostrich, outside leg, raw>>;Carnes
C0014F;Carne, avestruz, coxa interna, crua, Struthio camelus, African Black <<Meat, ostrich, inside leg, raw>>;Carnes
C0015F;Carne, avestruz, filet mignon, crua, Struthio camelus, African Black <<Meat, ostrich, inside leg, raw>>;Carnes
C0016F;Carne, avestruz, leque, Struthio camelus, African Black <<Meat, ostrich, fan, raw>>;Carnes
C0017F;Carne, avestruz, redondo, crua, Struthio camelus, African Black <<Meat, ostrich, round, raw>>;Carnes
C0018F;Carne, boi, s/ gordura, s/ sal, quarto diantero, cozida, Bos taurus <<Meat, beef, forequarter, no fat, cooked, without salt>>;Carnes
C0019F;Carne, boi, s/ gordura, quarto traseiro, cozida, s/ sal, Bos taurus <<Meat, beef, hindquarter, no fat, cooked, without salt>>;Carnes
C0020F;Carne, boi, c/ gordura, quarto traseiro, grelhada, s/ sal, Bos taurus <<Meat, beef, hindquarter, with fat, rilled, without salt>>;Carnes
C0021F;Carne, boi, s/ gordura, grelhada, s/ sal, Bos taurus <<Meat, beef, hindquarter, with fat, grilled, without salt>>;Carnes
C0022F;Carne, boi, contrafilé, à milanesa, s/ sal, Bos taurus <<Meat, beef, striploin, breaded, without salt>>;Carnes
C0023F;Carne, boi, contrafilé, grelhado/frito, s/ sal, Bos taurus <<Meat, beef, striploin, grilled, without salt>>;Carnes
C0024F;Carne, boi, cupim, assado, s/ sal, Bos taurus <<Meat, beef, hump, roasted, without salt>>;Carnes
C0025F;Carne, boi, acém, assado, s/ sal, Bos taurus <<Meat, beef, ground, chuck, cooked, without salt>>;Carnes
C0026F;Carne, boi, s/ gordura, acém, cozida, s/ sal, Bos taurus <<Meat, beef, chuck, cooked, without salt>>;Carnes
C0027F;Carne, boi, c/ gordura, bucho, cozida, s/ sal, Bos taurus <<Meat, beef, tripe, cooked, without salt>>;Carnes
C0028F;Carne, boi, s/ gordura, capa de contra-filé, grelhada, s/ sal, Bos taurus <<Meat, beef, ribeye cap steak, with fat, grilled, without salt>>;Carnes
C0029F;Carne, boi, capa de contra-filé, grelhada, Bos taurus <<Meat, beef, ribeye cap steak, no fat, grilled, without salt>>;Carnes
C0030F;Carne, boi, contrafilé de costela, grelhada, s/ sal, Bos taurus <<Meat, beef, ribeye striploin, grilled, without salt>>;Carnes
C0031F;Carne, boi, s/ gordura, grelhada, s/ sal, Bos taurus <<Meat, beef, striploin, no fat, grilled, without salt>>;Carnes
C0032F;Carne, boi, costela, assado, s/ sal, Bos taurus <<Meat, beef, ribs, roasted, without salt>>;Carnes
C0033F;Carne, boi, s/ gordura, coxão duro (chã de fora), cozida, s/ sal, Bos taurus <<Meat, beef, flat, round (upper), no fat, cooked, without salt>>;Carnes
C0034F;Carne, boi, s/ gordura, coxão mole (polpa, chã de dentro), cozida, s/ sal, Bos taurus <<Meat, beef, top side, round (lower), no fat, cooked, without salt>>;Carnes
C0035F;Carne, boi, fígado, grelhado, s/ sal, Bos taurus <<Meat, beef, liver, grilled, without salt>>;Carnes
C0036F;Carne, boi, s/ gordura, filé mignon, grelhada, s/ sal, Bos taurus <<Meat, beef, tenderloin, no fat, grilled, without salt>>;Carnes
C0037F;Carne, boi, s/ gordura, flanco, cozida, s/ sal, Bos taurus <<Meat, beef, flank steak, no fat, cooked, without salt>>;Carnes
C0038F;Carne, boi, c/ gordura, fraldinha, cozida, s/ sal, Bos taurus <<Meat, beef, thin skirt/flank and bottom sirloin, with fat, cooke, without salt>>;Carnes
C0039F;Carne, boi, lagarto, cozida, Bos taurus <<Meat, beef, eye of round, cooked, without salt>>;Carnes
C0040F;Carne, boi, lingua, cozida, s/ sal, Bos taurus <<Meat, beef, tongue, cooked, without salt>>;Carnes
C0041F;Carne, boi, maminha, grelhada, s/ sal, Bos taurus <<Beef, rump tail/bottom sirloin, grilled, without salt>>;Carnes
C0042F;Carne, boi, s/ gordura, miolo de alcatra, grelhada, s/ sal, Bos taurus <<Meat, beef, rump centre/top/bottom sirloin, no fat, grilled, without salt>>;Carnes
C0043F;Carne, boi, s/ gordura, músculo, cozida, Bos taurus <<Meat, beef, shin, no fat, cooked, without salt>>;Carnes
C0044F;Carne, boi, s/ gordura, paleta, cozida, s/ sal, Bos taurus <<Meat, beef, shoulder, no fat, cooked, without salt>>;Carnes
C0045F;Carne, boi, s/ gordura, patinho, cozida, s/ sal, Bos taurus <<Meat, beef, knuckle, no fat, grilled, without salt>>;Carnes
C0046F;Carne, boi, s/ gordura, peito, grelhada, s/ sal, Bos taurus <<Meat, beef, brisket, no fat, grilled, without salt>>;Carnes
C0047F;Carne, boi, c/ gordura, picanha, grelhada, s/ sal, Bos taurus <<Meat, beef, rump cap, with fat, grille, without salt>>;Carnes
C0048F;Carne, boi, s/ gordura, picanha, grelhada, s/ sal, Bos taurus <<Meat, beef, rump cap, no fat, grille, without salt>>;Carnes
C0049F;Carne, boi, quarto diantero, crua, Bos taurus <<Meat, beef, forequarter, raw>>;Carnes
C0050F;Carne, boi, quarto traseiro, crua, Bos taurus (média diferentes cortes) <<Meat, beef, hindquarter, raw (mean different cuts)>>;Carnes
C0051F;Carne, boi, cupim, crua, Bos taurus <<Meat, beef, hump, raw>>;Carnes
C0052F;Carne, boi, fígado, crua, Bos taurus <<Meat, beef, liver, raw>>;Carnes
C0053F;Carne, boi, acém, crua, Bos taurus <<Meat, beef, neck/chuck eye, raw>>;Carnes
C0054F;Carne, boi, acém, moída, crua, Bos taurus <<Meat, beef, neck/chuck eye, ground, raw>>;Carnes
C0055F;Carne, boi, alcatra, crua, Bos taurus (média de amostras frescas, resfriada, congelada) <<Meat, beef, rump/top/bottom sirloin, raw (mean of dfferentes samples)>>;Carnes
C0056F;Carne, boi, bucho, crua, Bos taurus <<Meat, beef, tripe, raw>>;Carnes
C0057F;Carne, boi, c/ gordura, capa de contra filé, crua, Bos taurus <<Meat, beef, ribeye cap steak, with fat, raw>>;Carnes
C0058F;Carne, boi, s/ gordura, capa de contra filé, crua, Bos taurus <<Meat, beef, ribeye cap steak, no fat, raw>>;Carnes
C0059F;Carne, boi, contra-filé, crua, Bos taurus (média várias amostras) <<Meat, beef, striploin, raw (mean of different samples)>>;Carnes
C0060F;Carne, boi, c/ gordura, contra-filé, crua, Bos taurus (média várias amostras) <<Meat, beef, striploin, with fat, raw (mean of different samples)>>;Carnes
C0061F;Carne, boi, contra-filé, crua, Bos taurus (média várias amostras) <<Meat, beef, striploin, no fat, raw (mean of different samples)>>;Carnes
C0062F;Carne, boi, costela, crua, Bos taurus <<Meat, beef, ribs, raw>>;Carnes
C0063F;Carne, boi, coxão duro (chã de fora), crua, Bos taurus <<Meat, beef, flat/round (upper), raw>>;Carnes
C0064F;Carne, boi, s/ gordura, coxão mole, crua, Bos taurus <<Meat, beef, top side/round (lower), no fat, raw>>;Carnes
C0065F;Carne, boi, s/ gordura, filé mignon, crua, Bos taurus <<Meat, beef, tenderloin, no fat, raw>>;Carnes
C0066F;Carne, boi, s/ gordura, flanco, crua, Bos taurus <<Meat, beef, flank, no fat, raw>>;Carnes
C0067F;Carne, boi, c/ gordura, fraldinha, crua, Bos taurus <<Meat, beef, thin skirt/flank and bottom sirloin, with fat, raw>>;Carnes
C0068F;Carne, boi, lagarto, crua, Bos taurus <<Meat, beef, eye of round, raw>>;Carnes
C0069F;Carne, boi, língua, crua, Bos taurus <<Meat, beef, tongue, raw>>;Carnes
C0070F;Carne, boi, maminha, crua, Bos taurus <<Meat, beef, rump tail/bottom sirloin, raw>>;Carnes
C0071F;Carne, boi, s/ gordura, moída, crua, Bos taurus <<Meat, beef, ground, no fat, raw>>;Carnes
C0072F;Carne, boi, s/ gordura, músculo, crua, Bos taurus <<Meat, beef, shin, no fat, raw>>;Carnes
C0073F;Carne, boi, c/ gordura, paleta, crua, Bos taurus <<Meat, beef, shoulder, with fat, raw>>;Carnes
C0074F;Carne, boi, s/ gordura, paleta, crua, Bos taurus <<Meat, beef, shoulder, no fat, raw>>;Carnes
C0075F;Carne, boi, patinho, crua, Bos taurus <<Meat, beef, knuckle, raw>>;Carnes
C0076F;Carne, boi, s/ gordura, peito, crua, Bos taurus <<Meat, beef, brisket, no fat, raw>>;Carnes
C0077F;Carne, boi, picanha, crua, Bos taurus <<Meat, beef, rump cap, raw>>;Carnes
C0078F;Carne, boi, ponta de agulha, crua, Bos taurus <<Meat, beef, short ribs, raw>>;Carnes
C0079F;Croquete, boi, moída, crua, Bos taurus <<Croquette, beef, raw>>;Carnes
C0080F;Croquete, boi, moída, frita, c/ sal, Bos taurus <<Croquette, beef, fried>>;Carnes
C0081F;Carne, boi, crua, salgada, Bos taurus (média de diferentes amostras) <<Meat, beef, dried, raw (mean of different samples)>>;Carnes
C0082F;Carne, boi, crua, salgada, dessalgada, Bos taurus (média de diferentes amostras) <<Meat, beef, dried, without salt, raw (mean of different samples)>>;Carnes
C0083F;Carne, boi, cozida, charque, dessalgada, Bos taurus (média de diferentes amostras) <<Meat, beef, dried, without salt, cooked (mean of different samples)>>;Carnes
C0084F;Carne, boi, cozida, charque, dessalgada, Bos taurus <<Meat, beef, jerked, cooked>>;Carnes
